文件名,处理时间,案例编号,案例名称,地区,学段,产业应用现状,优势和创新点,关键技术路径,技术要素,Unnamed: 10,工具名称,企业名称,是否自主研发,产品形态,产品分类,文档内容依据,主要应用场景,次要应用场景,应用场景（一级）,应用场景（二级）,培养方向,潜在成效,关键技术路径.1,技术要素.1,产业应用现状.1,优势和创新点.1,学科,工具标准名,公司,省份,三赋能分类,iSTAR人机协同层级,D1_深度学习,D2_绿色鲁棒,D3_循证教学,D4_人机互信,智慧教育境界,技术路径类型,创新深度评分,产品技术代际
第08号案例_8川外科中-《AI智教分析：教学相长的协同创新》案例.docx,2026-02-03 10:48:01,8,AI智教分析：教学相长的协同创新,重庆高新区,初中,项目处于实施阶段，正在构建智能化教学体系，推进教育数字化转型。,通过构建学生和教师的数字画像，实现个性化教育和精准教学评估，推动教育决策的科学化。,数据采集与汇聚 → 学生与教师数字画像构建 → 个性化教学与精准评估 → 教学决策优化,"[""数据挖掘"", ""机器学习"", ""自然语言处理"", ""图像识别"", ""时间序列分析""]",,未来教室,未点名企业,0.0,软件平台,平台型综合系统,案例使用的基础大模型使用720云VR全景,课堂教学,意境可视化,助学,智能辅导系统,智育,学生：实现个性化学习与成长；教师：提升教学质量与策略调整能力；学校：推动教育资源的合理配置与管理决策的科学化。,数据采集与汇聚 → 学生与教师数字画像构建 → 个性化教学与精准评估 → 教学决策优化,"数据采集层（多源数据采集与融合）
画像诊断层（学生与教师数字画像生成、学习行为分析）
智能策略层（个性化学习路径推荐、教学策略调整）",企业产品以'学习支持工具'为主，学校通过智能化教学体系实现个性化教育，整体处于探索与应用阶段。,构建数据驱动的智能教育生态，形成学生与教师之间的动态反馈闭环，实现个性化教学与精准评估的有效结合。,未提及,720云VR全景,720云VR全景,宁夏回族自治区,赋能学生,HMC(1),0,0,1,0,第一境界_智慧环境,T4_沉浸体验,2,Gen2_互联网+
第08号案例_8川外科中-《AI智教分析：教学相长的协同创新》案例.docx,2026-02-03 10:48:01,8,AI智教分析：教学相长的协同创新,重庆高新区,初中,项目处于实施阶段，正在构建智能化教学体系，推进教育数字化转型。,通过构建学生和教师的数字画像，实现个性化教育和精准教学评估，推动教育决策的科学化。,数据采集与汇聚 → 学生与教师数字画像构建 → 个性化教学与精准评估 → 教学决策优化,"[""数据挖掘"", ""机器学习"", ""自然语言处理"", ""图像识别"", ""时间序列分析""]",,壹教云系统,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“用‘AA班级助手’降低操作门槛”,评语撰写,个性化学生评价,助学,智能辅导系统,智育,学生：实现个性化学习与成长；教师：提升教学质量与策略调整能力；学校：推动教育资源的合理配置与管理决策的科学化。,数据采集与汇聚 → 学生与教师数字画像构建 → 个性化教学与精准评估 → 教学决策优化,"数据采集层（多源数据采集与融合）
画像诊断层（学生与教师数字画像生成、学习行为分析）
智能策略层（个性化学习路径推荐、教学策略调整）",企业产品以'学习支持工具'为主，学校通过智能化教学体系实现个性化教育，整体处于探索与应用阶段。,构建数据驱动的智能教育生态，形成学生与教师之间的动态反馈闭环，实现个性化教学与精准评估的有效结合。,未提及,AA班级助手,豆包,重庆市,赋能学生,HM2C(2),0,0,1,0,第一境界_智慧环境,T6_平台生态,3,Gen2_互联网+
第09号案例_贾晓莹“人工智能 基础教育”典型应用场景案例(2).docx,2026-02-03 10:48:02,9,盛情邀约——海河中学130周年校庆邀请函设计,天津市,初中,该案例在美术课堂中应用，正在探索美育与技术的深度融合，处于推广阶段。,通过AI技术与美术教学的结合，提升学生对校史的情感认同，创新了美术与德育的融合教学模式。,需求分析 → 技术研发与个性化定制 → 应用优化 → 案例推广,"[""AI数字人"", ""视频生成技术"", ""设计辅助工具"", ""互动问答模式"", ""动态资源推送""]",,梦AI软件,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“结合音频处理技术让虚拟角色‘开口说话’”,课堂教学,音频处理,助学,情境式学习,美育,学生：掌握折叠式立体请柬的设计与制作技能，理解校史内涵，建立对母校的情感认同；教师：探索融合教学模式；学校：通过学生创作的邀请函传递校庆温度，增强师生、家校的凝聚力。,需求分析 → 技术研发与个性化定制 → 应用优化 → 案例创新突破,"数据采集层（师生访谈、家校问卷）
行为识别层（教师与学生的互动分析）
智能策略层（个性化教学策略生成）
个性化学习层（动态推送适配资源）",企业产品以“学习支持工具”为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期。,突破传统单向灌输，构建双师协同与项目式学习，利用AI技术提升课堂参与度，增强学生对校史文化的理解与情感共鸣。,美术,Adobe Audition,Adobe Audition,宁夏回族自治区,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
第09号案例_贾晓莹“人工智能 基础教育”典型应用场景案例(2).docx,2026-02-03 10:48:02,9,盛情邀约——海河中学130周年校庆邀请函设计,天津市,初中,该案例在美术课堂中应用，正在探索美育与技术的深度融合，处于推广阶段。,通过AI技术与美术教学的结合，提升学生对校史的情感认同，创新了美术与德育的融合教学模式。,需求分析 → 技术研发与个性化定制 → 应用优化 → 案例推广,"[""AI数字人"", ""视频生成技术"", ""设计辅助工具"", ""互动问答模式"", ""动态资源推送""]",,剪映AI扩图,未点名企业,0.0,软件平台,平台内嵌功能模块 / 插件,文档中提到“使用Adobo Premiere软件制作完成”,视频编辑,视频制作与后期处理,助学,情境式学习,美育,学生：掌握折叠式立体请柬的设计与制作技能，理解校史内涵，建立对母校的情感认同；教师：探索融合教学模式；学校：通过学生创作的邀请函传递校庆温度，增强师生、家校的凝聚力。,需求分析 → 技术研发与个性化定制 → 应用优化 → 案例创新突破,"数据采集层（师生访谈、家校问卷）
行为识别层（教师与学生的互动分析）
智能策略层（个性化教学策略生成）
个性化学习层（动态推送适配资源）",企业产品以“学习支持工具”为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期。,突破传统单向灌输，构建双师协同与项目式学习，利用AI技术提升课堂参与度，增强学生对校史文化的理解与情感共鸣。,美术,Adobo Premiere,Adobo Premiere,天津市,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T1_内容生成,3,Gen5_多模态AI
第09号案例_贾晓莹“人工智能 基础教育”典型应用场景案例(2).docx,2026-02-03 10:48:02,9,盛情邀约——海河中学130周年校庆邀请函设计,天津市,初中,该案例在美术课堂中应用，正在探索美育与技术的深度融合，处于推广阶段。,通过AI技术与美术教学的结合，提升学生对校史的情感认同，创新了美术与德育的融合教学模式。,需求分析 → 技术研发与个性化定制 → 应用优化 → 案例推广,"[""AI数字人"", ""视频生成技术"", ""设计辅助工具"", ""互动问答模式"", ""动态资源推送""]",,豆包软件,未点名企业,0.0,软件平台,平台型综合系统,文档中提到“创建了专属的生成式人工智能Agent-1模型”,课程设计与学材优化,教师智能研发助理,助学,情境式学习,美育,学生：掌握折叠式立体请柬的设计与制作技能，理解校史内涵，建立对母校的情感认同；教师：探索融合教学模式；学校：通过学生创作的邀请函传递校庆温度，增强师生、家校的凝聚力。,需求分析 → 技术研发与个性化定制 → 应用优化 → 案例创新突破,"数据采集层（师生访谈、家校问卷）
行为识别层（教师与学生的互动分析）
智能策略层（个性化教学策略生成）
个性化学习层（动态推送适配资源）",企业产品以“学习支持工具”为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期。,突破传统单向灌输，构建双师协同与项目式学习，利用AI技术提升课堂参与度，增强学生对校史文化的理解与情感共鸣。,美术,Agent-1,Agent-1,上海市,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T1_内容生成,3,Gen4_大模型
第10号案例_10人工智能赋能初中英语互动教学：破解课程参与难度，提升教学效能.docx,2026-02-03 10:50:17,10,人工智能赋能初中英语互动教学：破解课程参与难度，提升教学效能,重庆市璧山区,初中,当前该模式在本校初中英语教学全面应用，具备规模化推广条件,重构低压力-高互动教学模式，提升学生开口率与参与度，实时反馈与个性化推送有效满足学生差异化需求。,需求分析 → 技术适配 → 应用优化 → 教学反馈与个性化指导,"[""AI语音评测"", ""实时数据分析"", ""个性化学习推送"", ""自动批改系统"", ""教育数据安全""]",,AI语音互动平台,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“AI English 100的数字化转型项目引领下，重构‘智能化’场域”,课堂教学,智能互动训练,助学,智能辅导系统,智育,学生：提升课堂参与度与英语能力；教师：实现实时反馈与精准教学；学校：形成可复制的AI教学模式,需求分析 → 技术适配 → 应用优化 → 教学反馈,"数据采集层（实时语音评测、班级学情报告）
行为识别层（学生参与率与正确率统计）
个性化学习层（智能分层推送、个性化巩固练习）","企业产品以""学习支持工具""为主，学校多通过校本化规则实现教学适配，整体处于规模化应用初期",重构低压力高互动教学模式，提升学生开口率与参与度，确保个性化教学落地，适合薄弱学校推广,英语,AI English100,AI English100,浙江省,赋能学生,HM2C(2),0,0,1,0,第二境界_教学模式,T6_平台生态,2,Gen2_互联网+
第11号案例_申报书 隆昌市向阳路小学 黎恩旭 《用彩墨画鱼》.docx,2026-02-03 10:52:27,11,AI赋能跨学科融合：小学美术《用彩墨画鱼》全流程智能教学实践,隆昌市,小学,该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景,首创‘AI+IP主题+跨学科三维融合’教学范式，实现抽象知识可视化、互动化、跨学科融合，提升学生核心素养。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"[""动画建模"", ""动态转化"", ""语音合成"", ""互动答题系统"", ""3D虚拟展馆""]",,即梦AI,未点名企业,1.0,硬件 + AI系统,平台型综合系统,文档中提到“学校创建了AI for Science学习实验室，包含科学发现区、大模型实训与编程区、虚实融合工程设计区、协作与反思区。”,科学教育,跨学科项目化学习,助学,智能辅导系统,美育,学生：提升审美感知、艺术表现与文化理解能力；教师：实现跨学科教学的有效融合；学校：形成可复制的‘AI+学科’教学模式，推动基础教育智能化转型。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"数据采集层（动态赋能模块、语音合成模块）
行为识别层（互动答题系统、知识认知场景化）
画像诊断层（虚拟展馆展示学生作品）",该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景，推动基础教育数字化转型。,首创‘AI+IP主题+跨学科三维融合’教学范式，通过动态演示与虚拟展馆展示，打破学科壁垒，实现知识的可视化与互动化，提升学生的参与感与创作成就感。,美术,AI for Science学习实验室,AI for Science学习实验室,上海市,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T5_智能硬件,4,Gen5_多模态AI
第11号案例_申报书 隆昌市向阳路小学 黎恩旭 《用彩墨画鱼》.docx,2026-02-03 10:52:27,11,AI赋能跨学科融合：小学美术《用彩墨画鱼》全流程智能教学实践,隆昌市,小学,该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景,首创‘AI+IP主题+跨学科三维融合’教学范式，实现抽象知识可视化、互动化、跨学科融合，提升学生核心素养。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"[""动画建模"", ""动态转化"", ""语音合成"", ""互动答题系统"", ""3D虚拟展馆""]",,希沃白板,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到‘在 AI World平台亲身体验人脸识别、语音识别和 AI绘画’,课堂教学,人工智能实践,助学,智能辅导系统,美育,学生：提升审美感知、艺术表现与文化理解能力；教师：实现跨学科教学的有效融合；学校：形成可复制的‘AI+学科’教学模式，推动基础教育智能化转型。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"数据采集层（动态赋能模块、语音合成模块）
行为识别层（互动答题系统、知识认知场景化）
画像诊断层（虚拟展馆展示学生作品）",该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景，推动基础教育数字化转型。,首创‘AI+IP主题+跨学科三维融合’教学范式，通过动态演示与虚拟展馆展示，打破学科壁垒，实现知识的可视化与互动化，提升学生的参与感与创作成就感。,美术,AI World平台,AI World平台,湖南省,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
第11号案例_申报书 隆昌市向阳路小学 黎恩旭 《用彩墨画鱼》.docx,2026-02-03 10:52:27,11,AI赋能跨学科融合：小学美术《用彩墨画鱼》全流程智能教学实践,隆昌市,小学,该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景,首创‘AI+IP主题+跨学科三维融合’教学范式，实现抽象知识可视化、互动化、跨学科融合，提升学生核心素养。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"[""动画建模"", ""动态转化"", ""语音合成"", ""互动答题系统"", ""3D虚拟展馆""]",,微信“元美”小程序,未点名企业,0.0,软件平台,Web 教学平台（SaaS）,文档中提到‘在 AI World平台亲身体验人脸识别、语音识别和 AI绘画’,课堂教学,人工智能课程实施,助学,智能辅导系统,美育,学生：提升审美感知、艺术表现与文化理解能力；教师：实现跨学科教学的有效融合；学校：形成可复制的‘AI+学科’教学模式，推动基础教育智能化转型。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"数据采集层（动态赋能模块、语音合成模块）
行为识别层（互动答题系统、知识认知场景化）
画像诊断层（虚拟展馆展示学生作品）",该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景，推动基础教育数字化转型。,首创‘AI+IP主题+跨学科三维融合’教学范式，通过动态演示与虚拟展馆展示，打破学科壁垒，实现知识的可视化与互动化，提升学生的参与感与创作成就感。,美术,AI World平台,AI World平台,湖南省,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
第11号案例_申报书 隆昌市向阳路小学 黎恩旭 《用彩墨画鱼》.docx,2026-02-03 10:52:27,11,AI赋能跨学科融合：小学美术《用彩墨画鱼》全流程智能教学实践,隆昌市,小学,该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景,首创‘AI+IP主题+跨学科三维融合’教学范式，实现抽象知识可视化、互动化、跨学科融合，提升学生核心素养。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"[""动画建模"", ""动态转化"", ""语音合成"", ""互动答题系统"", ""3D虚拟展馆""]",,Photoshop,北京大学,0.0,软件平台,Web 教学平台（SaaS）,文档中提到“在 AI World平台亲身体验人脸识别、语音识别和 AI绘画。”,课堂教学,人工智能实践,助学,智能辅导系统,美育,学生：提升审美感知、艺术表现与文化理解能力；教师：实现跨学科教学的有效融合；学校：形成可复制的‘AI+学科’教学模式，推动基础教育智能化转型。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"数据采集层（动态赋能模块、语音合成模块）
行为识别层（互动答题系统、知识认知场景化）
画像诊断层（虚拟展馆展示学生作品）",该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景，推动基础教育数字化转型。,首创‘AI+IP主题+跨学科三维融合’教学范式，通过动态演示与虚拟展馆展示，打破学科壁垒，实现知识的可视化与互动化，提升学生的参与感与创作成就感。,美术,AI World平台,AI World平台,湖南省,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
第11号案例_申报书 隆昌市向阳路小学 黎恩旭 《用彩墨画鱼》.docx,2026-02-03 10:52:27,11,AI赋能跨学科融合：小学美术《用彩墨画鱼》全流程智能教学实践,隆昌市,小学,该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景,首创‘AI+IP主题+跨学科三维融合’教学范式，实现抽象知识可视化、互动化、跨学科融合，提升学生核心素养。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"[""动画建模"", ""动态转化"", ""语音合成"", ""互动答题系统"", ""3D虚拟展馆""]",,剪映,未点名企业,0.0,软件插件,平台内嵌功能模块 / 插件,文档中描述“开发 AI 数据处理插件（基于 Python + 生成式 AI 接口）”,实验数据处理,数据分析与反馈,助学,智能辅导系统,美育,学生：提升审美感知、艺术表现与文化理解能力；教师：实现跨学科教学的有效融合；学校：形成可复制的‘AI+学科’教学模式，推动基础教育智能化转型。,需求分析 → 技术适配与定制 → 全流程应用实践与优化 → 应用迭代优化,"数据采集层（动态赋能模块、语音合成模块）
行为识别层（互动答题系统、知识认知场景化）
画像诊断层（虚拟展馆展示学生作品）",该案例已在本校四年级美术课堂落地，具备大规模推广的成熟条件与广阔前景，推动基础教育数字化转型。,首创‘AI+IP主题+跨学科三维融合’教学范式，通过动态演示与虚拟展馆展示，打破学科壁垒，实现知识的可视化与互动化，提升学生的参与感与创作成就感。,美术,AI 数据处理插件,AI 数据处理插件,重庆市,赋能学生,HM2C(2),1,0,0,0,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
第12号案例_12重庆市第八中学校+从“动手实践”到“真实探究”：生成式AI支持下中学科学课程的五轮迭代研究.pdf,2026-02-03 10:54:34,12,从“动手实践”到“真实探究”：生成式AI支持下中学科学课程的五轮迭代研究,重庆市,初中,已在重庆八中宏帆中学科学课程中完成连续五轮实践迭代，形成了较为成熟的协同成长框架，覆盖师生1200余人。,构建了“教师—专家—AI—学生学习证据”协同成长框架，系统揭示了教师在专家指导与生成式AI支持下的课程迭代与专业成长路径，推动了课堂教学由“讲授—模仿”向“探究—共创”的转型。,教师在专家指导与生成式AI支持下的五轮课程迭代过程,"[""生成式人工智能"", ""学习设计优化"", ""动态反馈机制"", ""科学探究流程"", ""个性化支持""]",,DeepSeek,未点名企业,1.0,硬件 + 教学资源,教学辅助工具（工具型）,文档中提到“本案例研发了AI+SFK交互式人工智能教具及配套课程体系”,课堂教学,项目式学习,助教,教学分析,智育,学生：提升科学探究能力与创新意识；教师：实现教学设计优化与专业成长；学校：推动STEM教育的本土化发展与教育资源均衡。,课程设计优化 → 教师反思与实践 → 生成式AI支持 → 学生探究与反馈,"数据采集层（学习过程记录、课堂实录）
行为识别层（学生探究行为分析）
画像诊断层（教师教学效果评估）
个性化学习层（AI辅助个性化探究路径）",企业产品以“AI辅助教学工具”为主，学校通过专家指导与AI支持实现教学适配，整体处于推广应用阶段。,构建了“教师—专家—AI—学生学习证据”协同成长框架，系统揭示了教师在专家指导与生成式AI支持下的课程迭代与专业成长路径，推动了课堂教学由“讲授—模仿”向“探究—共创”的转型。,科学,AI+SFK交互式人工智能教具,AI+SFK交互式人工智能教具,重庆市,赋能教师,HMC(1),1,0,0,0,第一境界_智慧环境,T5_智能硬件,2,Gen4_大模型
第13号案例_13九原区第一实验小学  高嘉彤  “人工智能+基础教育”典型应用场景案例”.pdf,2026-02-03 10:56:53,13,AI赋能课堂组织管理：助力《圆的周长》探究式教学,九原区,小学,已在校内多个年级探究课中成功复制，具备极强的规模化推广潜力,通过集成多种AI工具，构建高效、互动、数据驱动的智能教学环境，实现了从教师主导到学生数据驱动探究的教学模式转变。,课堂导入视频生成 → 语音问答与AI编程互动 → 即时练习与反馈生成 → 数据可视化管理,"[""语音识别"", ""AI编程"", ""数据分析"", ""即时反馈"", ""生成式AI""]",,即梦AI,重庆智学慧阅科技有限责任公司,1.0,软件平台,平台型综合系统,文档中提到“打造‘AI+校园全域智学成长平台’，以全域数据采集与分析为基础”,课堂教学,智能作业设计与批改,助教,课堂管理,智育,学生：提升课堂参与度与学习效率；教师：减轻数据统计负担，更专注于教学引导；学校：实现课堂组织管理的高效化与科学化。,课堂导入视频生成 → 学生互动程序生成 → 实时反馈与评价 → 教学决策优化,"数据采集层（即时反馈数据采集与可视化管理）
行为识别层（学生参与度分析）
个性化学习层（即时生成反馈与评价）",该案例在基础教育领域处于积极探索阶段，利用轻量级AI工具实现课堂教学的数字化转型，具备较强的推广潜力。,通过集成多种AI工具，实现了从传统教学模式向数据驱动探究式教学的转变，构建了低门槛的智能教学环境，提升了课堂参与率与反馈效率。,数学,AI+校园全域智学成长平台,AI+校园全域智学成长平台,重庆市,赋能教师,HMC(1),1,0,1,0,第二境界_教学模式,T1_内容生成,4,Gen5_多模态AI
第13号案例_13九原区第一实验小学  高嘉彤  “人工智能+基础教育”典型应用场景案例”.pdf,2026-02-03 10:56:53,13,AI赋能课堂组织管理：助力《圆的周长》探究式教学,九原区,小学,已在校内多个年级探究课中成功复制，具备极强的规模化推广潜力,通过集成多种AI工具，构建高效、互动、数据驱动的智能教学环境，实现了从教师主导到学生数据驱动探究的教学模式转变。,课堂导入视频生成 → 语音问答与AI编程互动 → 即时练习与反馈生成 → 数据可视化管理,"[""语音识别"", ""AI编程"", ""数据分析"", ""即时反馈"", ""生成式AI""]",,豆包,未点名企业,0.0,软件平台,平台型综合系统,文档中描述“利用AI技术生成360度全景虚拟漫游视频，学生通过教室大屏幕，即可‘漫步’在葡萄沟的梯田下。”,课堂教学,情境沉浸体验,助教,课堂管理,智育,学生：提升课堂参与度与学习效率；教师：减轻数据统计负担，更专注于教学引导；学校：实现课堂组织管理的高效化与科学化。,课堂导入视频生成 → 学生互动程序生成 → 实时反馈与评价 → 教学决策优化,"数据采集层（即时反馈数据采集与可视化管理）
行为识别层（学生参与度分析）
个性化学习层（即时生成反馈与评价）",该案例在基础教育领域处于积极探索阶段，利用轻量级AI工具实现课堂教学的数字化转型，具备较强的推广潜力。,通过集成多种AI工具，实现了从传统教学模式向数据驱动探究式教学的转变，构建了低门槛的智能教学环境，提升了课堂参与率与反馈效率。,数学,AI360度全景虚拟视频生成工具,AI360度全景虚拟视频生成工具,上海市,赋能教师,HMC(1),1,0,1,0,第二境界_教学模式,T4_沉浸体验,3,Gen4_大模型
第13号案例_13九原区第一实验小学  高嘉彤  “人工智能+基础教育”典型应用场景案例”.pdf,2026-02-03 10:56:53,13,AI赋能课堂组织管理：助力《圆的周长》探究式教学,九原区,小学,已在校内多个年级探究课中成功复制，具备极强的规模化推广潜力,通过集成多种AI工具，构建高效、互动、数据驱动的智能教学环境，实现了从教师主导到学生数据驱动探究的教学模式转变。,课堂导入视频生成 → 语音问答与AI编程互动 → 即时练习与反馈生成 → 数据可视化管理,"[""语音识别"", ""AI编程"", ""数据分析"", ""即时反馈"", ""生成式AI""]",,问卷星,未点名企业,0.0,数据分析平台,平台型综合系统,文档中提到“教师将数据导入AICG平台，AI结合教育规律生成学情分析报告”,数据分析,学情分析,助教,课堂管理,智育,学生：提升课堂参与度与学习效率；教师：减轻数据统计负担，更专注于教学引导；学校：实现课堂组织管理的高效化与科学化。,课堂导入视频生成 → 学生互动程序生成 → 实时反馈与评价 → 教学决策优化,"数据采集层（即时反馈数据采集与可视化管理）
行为识别层（学生参与度分析）
个性化学习层（即时生成反馈与评价）",该案例在基础教育领域处于积极探索阶段，利用轻量级AI工具实现课堂教学的数字化转型，具备较强的推广潜力。,通过集成多种AI工具，实现了从传统教学模式向数据驱动探究式教学的转变，构建了低门槛的智能教学环境，提升了课堂参与率与反馈效率。,数学,AICG平台,AICG平台,天津市,赋能教师,HMC(1),1,0,1,0,第二境界_教学模式,T6_平台生态,3,Gen2_互联网+
